timestamp(ms),myData.gz,myData.gy,varx,vary,
"1782223936.691",,,"-0.73",,
"1782223936.692",,,,"0.34",
"1782223936.704",,,"-0.55","0.16",
"1782223936.708",,,"-0.36","0.16",
"1782223936.718",,,"-0.36","0.16",
"1782223936.722",,,"-0.18","-0.14",
"1782223936.737",,,"-0.42","-0.14",
"1782223936.738",,,,"-0.33",
"1782223936.747",,,"-0.42","-0.33",
"1782223936.753",,,"-0.48","-0.33",
"1782223936.761",,,"-0.48","-0.33",
"1782223936.764",,,"-0.67","-0.51",
"1782223936.775",,,"-0.67","-0.51",
"1782223936.78",,,"-0.85","-0.75",
"1782223961.144",,,"-0.3","0.28",
"1782223961.153",,,"-0.3","0.28",
"1782223961.158",,,"-0.42","0.34",
"1782223961.167",,,"-0.42","0.34",
"1782223961.17",,,"-0.3",,
"1782223961.171",,,,"0.34",
"1782223961.182",,,"-0.3","0.34",
"1782223961.187",,,"-0.24","0.34",
"1782223961.196",,,"-0.24","0.34",
"1782223961.209",,,"-0.12","0.04",
"1782223961.212",,,"-0.12",,
"1782223961.213",,,,"-0.08",
"1782223961.223",,,"-0.12","-0.08",
"1782223961.227",,,"-0.12","-0.2",
"1782223961.238",,,"-0.12","-0.2",
"1782223961.244",,,"-0.06","-0.33",
"1782223961.252",,,"-0.06","-0.33",
"1782223961.256",,,"-0.12","-0.27",
"1782223961.273",,,"0","-0.33",
"1782223961.287",,,"-0.06","-0.27",
"1782223961.297",,,"-0.06","-0.27",
"1782223961.308",,,"0.19","-0.2",
"1782223961.311",,,"0.25","-0.14",
"1782223961.322",,,"0.25","-0.14",
"1782223961.325",,,"0.43","-0.02",
"1782223961.337",,,"0.43","-0.02",
"1782223961.342",,,"0.31","0.1",
"1782223961.351",,,"0.31","0.1",
"1782223961.355",,,"0.25","0.22",
"1782223961.365",,,"0.25","0.22",
"1782223961.368",,,"0.19",,
"1782223961.369",,,,"0.65",
"1782223961.379",,,"0.19","0.65",
"1782223961.382",,,"0.19",,
"1782223961.383",,,,"0.65",
"1782223961.394",,,"0.19","0.65",
"1782223961.397",,,"0.13","0.53",
"1782223961.41",,,"0.13","0.53",
"1782223961.421",,,"0","0.53",
"1782223961.424",,,"0.19","0.22",
"1782223961.435",,,"0.19",,
"1782223961.436",,,,"0.22",
"1782223961.439",,,"0.37","0.59",
"1782223961.45",,,"0.37","0.59",
"1782223961.457",,,"0.25","0.34",
"1782223961.464",,,"0.25","0.34",
"1782223961.467",,,"0.31","0.53",
"1782223961.478",,,"0.31","0.53",
"1782223961.481",,,"0.43",,
"1782223961.482",,,,"0.34",
"1782223961.492",,,"0.43",,
"1782223961.493",,,,"0.34",
"1782223961.497",,,"0.55","0.28",
"1782223961.507",,,"0.55","0.28",
"1782223961.52",,,"0.49","0.16",
"1782223961.527",,,"0.43","0.22",
"1782223961.534",,,"0.43","0.22",
"1782223961.538",,,"0.49","0.16",
"1782223961.553",,,"0.55","0.28",
"1782223961.563",,,"0.55","0.28",
"1782223961.566",,,"0.62",,
"1782223961.567",,,,"0.16",
"1782223961.577",,,"0.62",,
"1782223961.578",,,,"0.16",
"1782223961.58",,,"0.19","0.04",
"1782223961.591",,,"0.19","0.04",
"1782223961.597",,,"0.13","-0.08",
"1782223961.606",,,"0.13",,
"1782223961.607",,,,"-0.08",
"1782223961.619",,,"0.43","0.28",
"1782223961.626",,,"0.31",,
"1782223961.627",,,,"-0.08",
"1782223961.639",,,"0.25","-0.33",
"1782223961.655",,,"-0.24","-0.45",
"1782223961.663",,,"-0.24","-0.45",
"1782223961.666",,,"-0.3","-0.69",
"1782223961.676",,,"-0.3",,
"1782223961.677",,,,"-0.69",
"1782223961.68",,,"-0.18","-0.63",
"1782223961.691",,,"-0.18","-0.63",
"1782223961.695",,,"-0.18","-0.51",
"1782223961.706",,,"-0.18","-0.51",
"1782223961.719",,,"-0.06","0.04",
"1782223961.725",,,"0.07","0.47",
"1782223961.733",,,"0.07","0.47",
"1782223961.736",,,"-0.06","1.14",
"1782223961.747",,,"-0.06","1.14",
"1782223961.75",,,"0.13","1.38",
"1782223961.762",,,"0.13","1.38",
"1782223961.764",,,"0.31","1.2",
"1782223961.775",,,"0.31","1.2",
"1782223961.778",,,"0.62",,
"1782223961.779",,,,"0.89",
"1782223961.79",,,"0.62","0.89",
"1782223961.794",,,"0.55","0.83",
"1782223961.804",,,"0.55","0.83",
"1782223961.807",,,"0.62","0.53",
"1782223961.818",,,"0.62","0.53",
"1782223961.823",,,"0.43","0.34",
"1782223961.836",,,"0.43","0.34",
"1782223961.846",,,"0.13","-0.14",
"1782223961.85",,,"0.19","-0.2",
"1782223961.86",,,"0.19",,
"1782223961.861",,,,"-0.2",
"1782223961.866",,,"0.13","-0.63",
"1782223961.875",,,"0.13","-0.63",
"1782223961.879",,,"-0.06","-0.57",
"1782223961.89",,,"-0.06","-0.57",
"1782223961.892",,,"-0.06","-0.63",
"1782223961.903",,,"-0.06","-0.63",
"1782223961.909",,,"-0.3","-0.94",
"1782223961.918",,,"-0.3","-0.94",
"1782223961.931",,,"-0.24","-1.18",
"1782223961.933",,,"-0.24","-1.18",
"1782223961.946",,,"-0.18","-1.55",
"1782223961.948",,,"-0.18",,
"1782223961.949",,,,"-1.55",
"1782223961.961",,,"-0.18","-1.55",
"1782223961.963",,,"0.07","-1.67",
"1782223961.979",,,"0.19","-1.61",
"1782223961.994",,,"0.55","-1.61",
"1782223962.005",,,"0.55",,
"1782223962.006",,,"0.62","-1.91",
"1782223962.016",,,"0.62","-1.91",
"1782223962.022",,,"0.49","-2.16",
"1782223962.031",,,"0.49","-2.16",
"1782223962.049",,,"0.49","-3.56",
"1782223962.06",,,"0.49","-3.56",
"1782223962.064",,,"0.31","-4.42",
"1782223962.072",,,"0.31",,
"1782223962.073",,,,"-4.42",
"1782223962.076",,,"0.62","-5.15",
"1782223962.099",,,"0.49","-5.82",
"1782223962.106",,,"0.8","-6.07",
"1782223962.115",,,"0.8","-6.07",
"1782223962.118",,,"1.16","-6.62",
"1782223962.129",,,"1.16",,
"1782223962.13",,,,"-6.62",
"1782223962.143",,,"1.1","-7.29",
"1782223962.146",,,"1.41","-8.02",
"1782223962.157",,,"1.41","-8.02",
"1782223962.16",,,"1.41","-8.33",
"1782223962.171",,,"1.41",,
"1782223962.172",,,,"-8.33",
"1782223962.179",,,"1.41","-8.63",
"1782223962.186",,,"1.41","-8.63",
"1782223962.191",,,"1.29","-9.12",
"1782223962.204",,,"0.92","-9.18",
"1782223962.219",,,"0.86","-9.3",
"1782223962.229",,,"0.86","-9.3",
"1782223962.244",,,"0.68","-8.88",
"1782223962.247",,,"0.37","-8.45",
"1782223962.256",,,"0.37","-8.45",
"1782223962.259",,,"-0.06",,
"1782223962.26",,,,"-8.14",
"1782223962.271",,,"-0.06","-8.14",
"1782223962.276",,,"-0.06","-7.29",
"1782223962.285",,,"-0.06","-7.29",
"1782223962.288",,,"-0.18","-6.43",
"1782223962.304",,,"-0.3","-6.43",
"1782223962.305",,,,"-5.82",
"1782223962.313",,,"-0.3","-5.82",
"1782223962.317",,,"-0.24","-4.54",
"1782223962.328",,,"-0.24","-4.54",
"1782223962.341",,,"-0.3","-3.75",
"1782223962.346",,,"0.07","-2.95",
"1782223962.355",,,"0.07","-2.95",
"1782223962.359",,,"0.25","-2.04",
"1782223962.37",,,"0.25","-2.04",
"1782223962.376",,,"0.55","-1.24",
"1782223962.384",,,"0.55","-1.24",
"1782223962.389",,,"0.62","-0.45",
"1782223962.398",,,"0.62","-0.45",
"1782223962.406",,,"1.04","0.65",
"1782223962.412",,,"1.04","0.65",
"1782223962.415",,,"1.29","1.69",
"1782223962.427",,,"1.29","1.69",
"1782223962.44",,,"1.29","2.85",
"1782223962.447",,,"1.29","4.01",
"1782223962.454",,,"1.29","4.01",
"1782223962.457",,,"1.65","5.35",
"1782223962.469",,,"1.65","5.35",
"1782223962.472",,,"1.59","6.51",
"1782223962.487",,,"1.96","7.55",
"1782223962.497",,,"1.96","7.55",
"1782223962.501",,,"2.26","8.71",
"1782223962.515",,,"2.26",,
"1782223962.516",,,"2.75","9.93",
"1782223962.533",,,"2.75",,
"1782223962.534",,,"3","11.34",
"1782223962.54",,,"3","11.34",
"1782223962.547",,,"3.42","12.74",
"1782223962.554",,,"3.42","12.74",
"1782223962.568",,,"3.79","13.9",
"1782223962.575",,,"4.34","15.12",
"1782223962.582",,,"4.34","15.12",
"1782223962.585",,,"4.71","16.65",
"1782223962.599",,,"4.71",,
"1782223962.6",,,"5.2","17.69",
"1782223962.611",,,"5.2","17.69",
"1782223962.616",,,"5.44","19.03",
"1782223962.625",,,"5.44","19.03",
"1782223962.628",,,"5.44","19.83",
"1782223962.639",,,"5.44","19.83",
"1782223962.646",,,"5.32","20.56",
"1782223962.653",,,"5.32",,
"1782223962.654",,,,"20.56",
"1782223962.667",,,"5.01","20.92",
"1782223962.672",,,"4.65","21.05",
"1782223962.682",,,"4.65","21.05",
"1782223962.685",,,"4.34","21.11",
"1782223962.695",,,"4.34",,
"1782223962.696",,,,"21.11",
"1782223962.699",,,"3.85","21.23",
"1782223962.71",,,"3.85","21.23",
"1782223962.718",,,"3.55","21.6",
"1782223962.729",,,"3.55","21.9",
"1782223962.743",,,"3.55","21.9",
"1782223962.746",,,"3.06","22.45",
"1782223962.753",,,"3.06","22.45",
"1782223962.766",,,"2.94",,
"1782223962.767",,,,"22.63",
"1782223962.77",,,"2.51","22.33",
"1782223962.781",,,"2.51","22.33",
"1782223962.784",,,"2.33","21.9",
"1782223962.795",,,"2.33","21.9",
"1782223962.798",,,"1.96","21.96",
"1782223962.809",,,"1.96","21.96",
"1782223962.812",,,"1.84",,
"1782223962.813",,,,"21.9",
"1782223962.823",,,"1.84",,
"1782223962.824",,,,"21.9",
"1782223962.828",,,"1.9","22.33",
"1782223962.838",,,"1.9","22.33",
"1782223962.843",,,"2.26","22.45",
"1782223962.854",,,"2.26","22.45",
"1782223962.865",,,"2.39",,
"1782223962.866",,,,"22.76",
"1782223962.874",,,"2.14","23.06",
"1782223962.88",,,"2.14",,
"1782223962.881",,,,"23.06",
"1782223962.886",,,"2.14","23.06",
"1782223962.894",,,"2.14","23.06",
"1782223962.898",,,"1.65","22.7",
"1782223962.908",,,"1.65","22.7",
"1782223962.913",,,"1.53","22.45",
"1782223962.924",,,"1.53","22.45",
"1782223962.928",,,"1.1","21.72",
"1782223962.937",,,"1.1","21.72",
"1782223962.94",,,"0.49","21.29",
"1782223962.952",,,"0.49","21.29",
"1782223962.955",,,"0","20.92",
"1782223962.966",,,"0","20.92",
"1782223962.979",,,"-0.85",,
"1782223962.98",,,,"19.76",
"1782223962.984",,,"-1.4","18.91",
"1782223962.994",,,"-1.4","18.91",
"1782223962.997",,,"-1.71","17.57",
"1782223963.008",,,"-1.71","17.57",
"1782223963.011",,,"-2.19","15.92",
"1782223963.022",,,"-2.19","15.92",
"1782223963.026",,,"-2.32","14.63",
"1782223963.037",,,"-2.32","14.63",
"1782223963.041",,,"-2.13","13.05",
"1782223963.051",,,"-2.13","13.05",
"1782223963.056",,,"-1.89","10.97",
"1782223963.065",,,"-1.89","10.97",
"1782223963.076",,,"-1.52","9.26",
"1782223963.084",,,"-0.79","7.8",
"1782223963.098",,,"-0.79","7.8",
"1782223963.107",,,"-0.3","6.45",
"1782223963.111",,,"0.13","5.11",
"1782223963.121",,,"0.13","5.11",
"1782223963.128",,,"0.92","3.34",
"1782223963.135",,,"0.92","3.34",
"1782223963.144",,,"1.16","1.57",
"1782223963.153",,,"1.16",,
"1782223963.154",,,"1.53","-0.02",
"1782223963.17",,,"1.53",,
"1782223963.171",,,,"-0.02",
"1782223963.174",,,"1.53",,
"1782223963.175",,,,"-1.12",
"1782223963.183",,,"1.65","-2.22",
"1782223963.193",,,"1.65","-2.22",
"1782223963.196",,,"1.47","-3.38",
"1782223963.211",,,"1.47","-3.38",
"1782223963.225",,,"1.29","-5.03",
"1782223963.235",,,"1.29","-5.03",
"1782223963.24",,,"0.92","-6.13",
"1782223963.249",,,"0.92","-6.13",
"1782223963.252",,,"0.98","-7.29",
"1782223963.263",,,"0.98","-7.29",
"1782223963.266",,,"0.86",,
"1782223963.267",,,,"-8.63",
"1782223963.278",,,"0.86","-8.63",
"1782223963.285",,,"0.8",,
"1782223963.286",,,,"-10.46",
"1782223963.292",,,"0.8","-10.46",
"1782223963.296",,,"0.74","-11.99",
"1782223963.308",,,"0.74","-11.99",
"1782223963.328",,,"0.98",,
"1782223963.329",,,,"-13.52",
"1782223963.355",,,"0.98","-15.29",
"1782223963.364",,,"1.23","-16.08",
"1782223963.365",,,"1.23","-16.08",
"1782223963.386",,,"0.98","-16.94",
"1782223963.387",,,"0.8","-18.16",
"1782223963.391",,,"0.8","-18.16",
"1782223963.406",,,"0.55","-18.95",
"1782223963.409",,,"0.13","-19.69",
"1782223963.419",,,"0.13","-19.69",
"1782223963.425",,,"-0.06","-20.6",
"1782223963.437",,,"-0.85","-21.09",
"1782223963.448",,,"-0.85","-21.09",
"1782223963.451",,,"-1.22","-21.82",
"1782223963.462",,,"-1.22","-21.82",
"1782223963.469",,,"-2.07","-22.62",
"1782223963.476",,,"-2.07","-22.62",
"1782223963.49",,,"-2.44","-23.11",
"1782223963.493",,,"-3.17","-23.29",
"1782223963.504",,,"-3.17","-23.29",
"1782223963.507",,,"-3.48",,
"1782223963.508",,,,"-23.35",
"1782223963.518",,,"-3.48",,
"1782223963.519",,,,"-23.35",
"1782223963.522",,,"-3.66","-23.35",
"1782223963.533",,,"-3.66","-23.35",
"1782223963.538",,,"-4.03","-23.29",
"1782223963.552",,,"-4.03","-23.29",
"1782223963.555",,,"-4.45","-23.53",
"1782223963.565",,,"-4.45",,
"1782223963.566",,,"-5.06","-23.17",
"1782223963.576",,,"-5.06","-23.17",
"1782223963.59",,,"-5.19","-23.17",
"1782223963.595",,,"-5.74","-23.23",
"1782223963.603",,,"-5.74",,
"1782223963.604",,,,"-23.23",
"1782223963.607",,,"-6.04","-23.41",
"1782223963.618",,,"-6.04","-23.41",
"1782223963.621",,,"-5.98","-23.53",
"1782223963.633",,,"-5.98","-23.53",
"1782223963.635",,,"-5.67","-23.11",
"1782223963.65",,,"-5.06","-22.56",
"1782223963.66",,,"-5.06","-22.56",
"1782223963.664",,,"-4.39","-21.4",
"1782223963.675",,,"-4.39","-21.4",
"1782223963.688",,,"-3.54","-20.36",
"1782223963.692",,,"-2.74","-19.26",
"1782223963.703",,,"-2.74","-19.26",
"1782223963.706",,,"-1.89","-18.28",
"1782223963.717",,,"-1.89","-18.28",
"1782223963.724",,,"-1.28","-17.18",
"1782223963.732",,,"-1.28","-17.18",
"1782223963.735",,,"-0.73","-15.96",
"1782223963.746",,,"-0.73","-15.96",
"1782223963.75",,,"-0.12","-14.68",
"1782223963.76",,,"-0.12","-14.68",
"1782223963.773",,,"0.8","-13.09",
"1782223963.776",,,"0.92",,
"1782223963.777",,,,"-11.75",
"1782223963.787",,,"0.92",,
"1782223963.788",,,,"-11.75",
"1782223963.791",,,"1.23","-10.16",
"1782223963.806",,,"1.16","-8.57",
"1782223963.816",,,"1.16","-8.57",
"1782223963.819",,,"1.59","-7.29",
"1782223963.83",,,"1.59",,
"1782223963.831",,,,"-7.29",
"1782223963.835",,,"1.71","-5.64",
"1782223963.845",,,"1.71","-5.64",
"1782223963.85",,,"2.02","-4.11",
"1782223963.859",,,"2.02","-4.11",
"1782223963.872",,,"1.9","-2.89",
"1782223963.875",,,"1.84",,
"1782223963.876",,,,"-1.85",
"1782223963.891",,,"1.59","-1.06",
"1782223963.901",,,"1.59","-1.06",
"1782223963.906",,,"1.41","-0.39",
"1782223963.916",,,"1.41","-0.39",
"1782223963.918",,,"1.41","0.34",
"1782223963.933",,,"1.1","1.02",
"1782223963.943",,,"1.1","1.02",
"1782223963.947",,,"1.35","1.87",
"1782223963.959",,,"1.35",,
"1782223963.96",,,,"1.87",
"1782223963.971",,,"0.92","2.18",
"1782223963.976",,,"0.92","2.24",
"1782223963.985",,,"0.92","2.24",
"1782223963.99",,,"0.92","2.36",
"1782223964",,,"0.92","2.36",
"1782223964.003",,,"0.74","2.3",
"1782223964.014",,,"0.74","2.3",
"1782223964.017",,,"1.16","2.6",
"1782223964.032",,,"1.41","2.85",
"1782223964.043",,,"1.41","2.85",
"1782223964.045",,,"1.53",,
"1782223964.046",,,,"3.28",
"1782223964.057",,,"1.53","3.28",
"1782223964.06",,,"1.59","3.64",
"1782223964.071",,,"1.59","3.64",
"1782223964.074",,,"2.02","4.19",
"1782223964.085",,,"2.02","4.19",
"1782223964.1",,,"2.26","4.56",
"1782223964.103",,,"2.33",,
"1782223964.104",,,,"4.92",
"1782223964.113",,,"2.33","4.92",
"1782223964.118",,,"2.39","5.35",
"1782223964.127",,,"2.39","5.35",
"1782223964.135",,,"2.51","5.84",
"1782223964.142",,,"2.51","5.84",
"1782223964.152",,,"2.81","6.45",
"1782223964.157",,,"2.81","6.45",
"1782223964.161",,,"2.45","7.55",
"1782223964.171",,,"2.45","7.55",
"1782223964.174",,,"2.63","8.22",
"1782223964.191",,,"2.63",,
"1782223964.192",,,"2.87","9.87",
"1782223964.2",,,"2.87","9.87",
"1782223964.203",,,"3.06","11.09",
"1782223964.214",,,"3.06","11.09",
"1782223964.219",,,"3.36",,
"1782223964.22",,,,"11.89",
"1782223964.228",,,"3.36","11.89",
"1782223964.241",,,"3.67",,
"1782223964.242",,,,"12.31",
"1782223964.246",,,"3.67","12.74",
"1782223964.256",,,"3.67","12.74",
"1782223964.259",,,"3.36","12.86",
"1782223964.27",,,"3.36","12.86",
"1782223964.273",,,"3.42","13.11",
"1782223964.284",,,"3.42","13.11",
"1782223964.287",,,"3",,
"1782223964.288",,,,"12.8",
"1782223964.299",,,"3","12.8",
"1782223964.304",,,"2.81","12.13",
"1782223964.318",,,"2.81","11.34",
"1782223964.332",,,"2.81","11.34",
"1782223964.34",,,"2.63",,
"1782223964.341",,,,"10.54",
"1782223964.344",,,"2.39","9.5",
"1782223964.359",,,"1.71","8.41",
"1782223964.369",,,"1.71","8.41",
"1782223964.374",,,"1.35","7.25",
"1782223964.383",,,"1.35","7.25",
"1782223964.387",,,"0.74","6.02",
"1782223964.397",,,"0.74","6.02",
"1782223964.401",,,"-0.06","5.23",
"1782223964.412",,,"-0.06","5.23",
"1782223964.415",,,"-0.36","4.31",
"1782223964.435",,,"-0.36",,
"1782223964.436",,,"-0.61","3.52",
"1782223964.44",,,"-0.61","3.52",
"1782223964.453",,,"-0.97",,
"1782223964.454",,,,"2.6",
"1782223964.462",,,"-0.91",,
"1782223964.463",,,,"1.63",
"1782223964.468",,,"-0.91","1.63",
"1782223964.471",,,"-0.85","1.02",
"1782223964.482",,,"-0.85","1.02",
"1782223964.485",,,"-0.73","0.47",
"1782223964.497",,,"-0.73","0.47",
"1782223964.5",,,"-0.79","0.16",
"1782223964.511",,,"-0.79","0.16",
"1782223964.514",,,"-0.48","-0.02",
"1782223964.525",,,"-0.48","-0.02",
"1782223964.528",,,"-0.48","0.1",
"1782223964.539",,,"-0.48","0.1",
"1782223964.553",,,"-0.73","-0.02",
"1782223964.556",,,"-0.48","-0.08",
"1782223964.567",,,"-0.48","-0.08",
"1782223964.57",,,"-0.36","0.04",
"1782223964.583",,,"-0.36","0.04",
"1782223964.585",,,"-0.36","0.22",
"1782223964.596",,,"-0.36","0.22",
"1782223964.599",,,"-0.18","0.59",
"1782223964.611",,,"-0.18","0.59",
"1782223964.614",,,"-0.06","1.14",
"1782223964.624",,,"-0.06",,
"1782223964.625",,,,"1.14",
"1782223964.628",,,"-0.06","1.75",
"1782223964.639",,,"-0.06",,
"1782223964.64",,,,"1.75",
"1782223964.643",,,"-0.12",,
"1782223964.644",,,,"1.81",
"1782223964.654",,,"-0.12","1.81",
"1782223964.67",,,"0","1.93",
"1782223964.681",,,"0","1.93",
"1782223964.686",,,"-0.18",,
"1782223964.687",,,,"1.93",
"1782223964.701",,,"-0.36","1.75",
"1782223964.713",,,"-0.36","1.75",
"1782223964.714",,,"-0.61","1.69",
"1782223964.723",,,"-0.61","1.69",
"1782223964.727",,,"-1.03","1.75",
"1782223964.738",,,"-1.03","1.75",
"1782223964.742",,,"-1.89","1.93",
"1782223964.753",,,"-1.89","1.93",
"1782223964.757",,,"-2.62","2.12",
"1782223964.766",,,"-2.62",,
"1782223964.767",,,,"2.12",
"1782223964.773",,,"-3.96","2.48",
"1782223964.781",,,"-3.96","2.48",
"1782223964.786",,,"-5.37","2.97",
"1782223964.795",,,"-5.37","2.97",
"1782223964.808",,,"-7.26","3.52",
"1782223964.812",,,"-8.91","3.64",
"1782223964.823",,,"-8.91","3.64",
"1782223964.828",,,"-10.38","3.46",
"1782223964.837",,,"-10.38","3.46",
"1782223964.842",,,"-12.58","3.83",
"1782223964.851",,,"-12.58","3.83",
"1782223964.858",,,"-14.35","4.25",
"1782223964.865",,,"-14.35",,
"1782223964.866",,,,"4.25",
"1782223964.869",,,"-16.55","4.8",
"1782223964.88",,,"-16.55","4.8",
"1782223964.883",,,"-18.87","5.05",
"1782223964.899",,,"-21.31","5.54",
"1782223964.908",,,"-21.31",,
"1782223964.909",,,,"5.54",
"1782223964.912",,,"-23.75","5.17",
"1782223964.923",,,"-23.75","5.17",
"1782223964.927",,,"-26.13",,
"1782223964.928",,,,"5.05",
"1782223964.938",,,"-26.13","5.05",
"1782223964.95",,,"-28.82",,
"1782223964.951",,,,"5.11",
"1782223964.955",,,"-32","4.8",
"1782223964.965",,,"-32","4.8",
"1782223964.974",,,"-34.8","4.86",
"1782223964.983",,,"-37.31","5.05",
"1782223964.993",,,"-37.31","5.05",
"1782223964.997",,,"-38.9","5.17",
"1782223965.008",,,"-38.9","5.17",
"1782223965.011",,,"-40.24","5.41",
"1782223965.028",,,"-40.97","5.66",
"1782223965.036",,,"-40.97","5.66",
"1782223965.039",,,"-41.34","5.41",
"1782223965.05",,,"-41.34",,
"1782223965.051",,,,"5.41",
"1782223965.055",,,"-40.73","5.11",
"1782223965.065",,,"-40.73","5.11",
"1782223965.068",,,"-39.26","4.62",
"1782223965.079",,,"-39.26","4.62",
"1782223965.093",,,"-37.49","3.58",
"1782223965.096",,,"-36.03","2.6",
"1782223965.107",,,"-36.03","2.6",
"1782223965.111",,,"-34.19","1.38",
"1782223965.122",,,"-34.19","1.38",
"1782223965.125",,,"-31.75","0.22",
"1782223965.136",,,"-31.75","0.22",
"1782223965.143",,,"-28.88","-0.39",
"1782223965.15",,,"-28.88",,
"1782223965.151",,,,"-0.39",
"1782223965.154",,,"-26.19","-0.88",
"1782223965.169",,,"-23.93","-1.55",
"1782223965.18",,,"-23.93","-1.55",
"1782223965.184",,,"-21.49","-1.98",
"1782223965.196",,,"-21.49","-1.98",
"1782223965.206",,,"-19.72",,
"1782223965.207",,,,"-2.22",
"1782223965.212",,,"-18.32","-2.04",
"1782223965.221",,,"-18.32",,
"1782223965.222",,,,"-2.04",
"1782223965.226",,,"-17.28","-2.1",
"1782223965.241",,,"-16.55","-2.28",
"1782223965.25",,,"-16.55","-2.28",
"1782223965.253",,,"-15.57","-2.46",
"1782223965.264",,,"-15.57","-2.46",
"1782223965.269",,,"-14.47",,
"1782223965.27",,,,"-2.59",
"1782223965.278",,,"-14.47",,
"1782223965.279",,,,"-2.59",
"1782223965.283",,,"-13.37","-2.71",
"1782223965.293",,,"-13.37","-2.71",
"1782223965.296",,,"-11.78","-2.59",
"1782223965.307",,,"-11.78","-2.59",
"1782223965.32",,,"-10.5","-2.28",
"1782223965.324",,,"-9.16","-1.91",
"1782223965.335",,,"-9.16","-1.91",
"1782223965.34",,,"-7.38","-1.24",
"1782223965.357",,,"-5.61","-0.69",
"1782223965.363",,,"-5.61","-0.69",
"1782223965.366",,,"-3.05",,
"1782223965.367",,,,"-0.57",
"1782223965.377",,,"-3.05","-0.57",
"1782223965.381",,,"-0.42","-0.39",
"1782223965.401",,,"2.02","-0.14",
"1782223965.407",,,"2.02","-0.14",
"1782223965.414",,,"4.58","0.1",
"1782223965.42",,,"4.58","0.1",
"1782223965.433",,,"6.17","0.16",
"1782223965.436",,,"7.88",,
"1782223965.437",,,,"0.16",
"1782223965.447",,,"7.88",,
"1782223965.448",,,,"0.16",
"1782223965.451",,,"9.59","0.22",
"1782223965.462",,,"9.59","0.22",
"1782223965.466",,,"11.79","-0.2",
"1782223965.48",,,"14.05","-0.57",
"1782223965.494",,,"16.49","-0.39",
"1782223965.505",,,"16.49","-0.39",
"1782223965.518",,,"18.87","-0.27",
"1782223965.521",,,"20.65","0.16",
"1782223965.532",,,"20.65",,
"1782223965.533",,,,"0.16",
"1782223965.536",,,"23.15",,
"1782223965.537",,,,"0.65",
"1782223965.547",,,"23.15","0.65",
"1782223965.555",,,"25.78","0.59",
"1782223965.561",,,"25.78","0.59",
"1782223965.565",,,"28.52","0.28",
"1782223965.575",,,"28.52","0.28",
"1782223965.578",,,"31.27",,
"1782223965.579",,,,"-0.08",
"1782223965.589",,,"31.27",,
"1782223965.59",,,,"-0.08",
"1782223965.603",,,"34.02","-0.39",
"1782223965.609",,,"36.89","-0.45",
"1782223965.617",,,"36.89","-0.45",
"1782223965.62",,,"39.58",,
"1782223965.621",,,,"-0.45",
"1782223965.631",,,"39.58",,
"1782223965.632",,,,"-0.45",
"1782223965.635",,,"42.14","-0.57",
"1782223965.646",,,"42.14","-0.57",
"1782223965.65",,,"43.91","-0.51",
"1782223965.66",,,"43.91","-0.51",
"1782223965.665",,,"45.62","-0.63",
"1782223965.674",,,"45.62","-0.63",
"1782223965.688",,,"46.91","-0.69",
"1782223965.695",,,"47.21","-1.18",
"1782223965.702",,,"47.21","-1.18",
"1782223965.706",,,"46.78","-1.98",
"1782223965.716",,,"46.78","-1.98",
"1782223965.721",,,"46.17","-2.95",
"1782223965.736",,,"45.2","-3.56",
"1782223965.745",,,"45.2","-3.56",
"1782223965.75",,,"43.67","-3.87",
"1782223965.76",,,"43.67",,
"1782223965.761",,,,"-3.87",
"1782223965.772",,,"41.78",,
"1782223965.773",,,,"-4.05",
"1782223965.78",,,"39.94","-4.17",
"1782223965.787",,,"39.94","-4.17",
"1782223965.792",,,"37.93","-4.42",
"1782223965.801",,,"37.93","-4.42",
"1782223965.808",,,"36.65","-4.72",
"1782223965.815",,,"36.65",,
"1782223965.816",,,,"-4.72",
"1782223965.821",,,"35.61","-5.03",
"1782223965.83",,,"35.61","-5.03",
"1782223965.833",,,"34.2","-4.66",
"1782223965.844",,,"34.2","-4.66",
"1782223965.858",,,"32.49","-4.42",
"1782223965.862",,,"30.54","-3.75",
"1782223965.872",,,"30.54","-3.75",
"1782223965.878",,,"28.71",,
"1782223965.879",,,,"-3.2",
"1782223965.886",,,"28.71","-3.2",
"1782223965.893",,,"26.63","-2.59",
"1782223965.901",,,"26.63","-2.59",
"1782223965.904",,,"24.98","-2.22",
"1782223965.917",,,"24.98","-2.22",
"1782223965.929",,,"23.58","-1.61",
"1782223965.942",,,"21.44","-1.49",
"1782223965.946",,,"19.42","-1.06",
"1782223965.957",,,"19.42","-1.06",
"1782223965.961",,,"17.16","-0.88",
"1782223965.992",,,"14.29","-0.51",
"1782223965.993",,,"11.12","-0.14",
"1782223966.001",,,"11.12","-0.14",
"1782223966.006",,,"8.68","0.28",
"1782223966.014",,,"8.68","0.28",
"1782223966.027",,,"5.62","0.77",
"1782223966.03",,,"3",,
"1782223966.031",,,,"1.08",
"1782223966.046",,,"0.25","1.26",
"1782223966.057",,,"0.25","1.26",
"1782223966.059",,,"-2.38","1.26",
"1782223966.07",,,"-2.38",,
"1782223966.071",,,,"1.26",
"1782223966.079",,,"-4.15","1.5",
"1782223966.085",,,"-4.15","1.5",
